순서,전력,일시,습도(%),중하층운량(10분위),운형(운형약어)
1583,101,2020-03-23 10:00,101,0,Cc
1584,107,2020-03-23 11:00,51,0,Cc
1585,111,2020-03-23 12:00,50,0,Cc
1586,106,2020-03-23 13:00,49,0,Cc
1587,108,2020-03-23 14:00,51,0,Cc
1588,109,2020-03-23 15:00,53,0,Cc
1589,110,2020-03-23 16:00,56,0,Cc
1590,118,2020-03-23 17:00,51,0,Cc
1591,117,2020-03-23 18:00,48,0,Cc
1592,115,2020-03-23 19:00,62,0,Cc
1593,120,2020-03-23 20:00,71,0,Cc
1594,107,2020-03-23 21:00,72,0,Cc
1595,108,2020-03-23 22:00,62,0,Cc
1596,102,2020-03-23 23:00,59,0,Cc
1597,76,2020-03-24 0:00,47,0,Cc
1598,118,2020-03-24 1:00,49,0,Cc
1599,94,2020-03-24 2:00,50,0,Cc
1600,92,2020-03-24 3:00,56,0,Cc
1601,93,2020-03-24 4:00,67,0,Cc
1602,93,2020-03-24 5:00,56,0,Cc
1603,90,2020-03-24 6:00,53,0,Cc
1604,93,2020-03-24 7:00,52,0,Cc
1605,85,2020-03-24 8:00,49,0,Cc
1606,112,2020-03-24 9:00,51,0,Cc
1607,107,2020-03-24 10:00,52,0,Cc
1608,114,2020-03-24 11:00,46,0,Cc
1609,119,2020-03-24 12:00,42,0,Cc
1610,118,2020-03-24 13:00,39,0,Cc
1611,112,2020-03-24 14:00,37,0,Cc
1612,117,2020-03-24 15:00,29,0,Cc
1613,107,2020-03-24 16:00,26,0,Cc
1614,113,2020-03-24 17:00,31,0,Cc
1615,109,2020-03-24 18:00,101,0,Cc
1616,109,2020-03-24 19:00,41,0,Cc
1617,112,2020-03-24 20:00,45,0,Cc
1618,103,2020-03-24 21:00,46,0,Cc
1619,101,2020-03-24 22:00,41,0,Cc
1620,89.67,2020-03-24 23:00,39,0,Cc
1621,104.33,2020-03-25 0:00,40,0,Cc
1622,91,2020-03-25 1:00,59,0,Cc
1623,89,2020-03-25 2:00,57,0,Cc
1624,89,2020-03-25 3:00,69,0,Cc
1625,88,2020-03-25 4:00,64,0,Cc
1626,87,2020-03-25 5:00,62,0,Cc
1627,89,2020-03-25 6:00,63,0,Cc
1628,79.5,2020-03-25 7:00,60,0,Cc
1629,104.5,2020-03-25 8:00,46,0,Cc
1630,85,2020-03-25 9:00,33,0,Cc
1631,96.5,2020-03-25 10:00,32,0,Cc
1632,107,2020-03-25 11:00,29,0,Cc
1633,102.5,2020-03-25 12:00,26,0,Ci
1634,99,2020-03-25 13:00,25,0,Cs
1635,93.5,2020-03-25 14:00,35,0,Ci
1636,102.5,2020-03-25 15:00,35,0,Ci
1637,114,2020-03-25 16:00,49,0,Cs
1638,113,2020-03-25 17:00,54,0,Cs
1639,114,2020-03-25 18:00,65,0,Cs
1640,114,2020-03-25 19:00,68,4,Cc
1641,116,2020-03-25 20:00,67,4,Cc
1642,113,2020-03-25 21:00,65,0,Ci
1643,107,2020-03-25 22:00,68,0,Cc
1644,102,2020-03-25 23:00,68,0,Cc
1645,71,2020-03-26 0:00,101,0,Ci
1646,119,2020-03-26 1:00,59,0,Cc
1647,91,2020-03-26 2:00,59,0,Cc
1648,90,2020-03-26 3:00,63,0,Ci
1649,88,2020-03-26 4:00,63,0,Ci
1650,86,2020-03-26 5:00,63,0,Cc
1651,88,2020-03-26 6:00,60,0,Cc
1652,87,2020-03-26 7:00,63,0,Cc
1653,106,2020-03-26 8:00,101,3,Ac
1654,79,2020-03-26 9:00,101,5,Ac
1655,97,2020-03-26 10:00,38,5,Sc
1656,105,2020-03-26 11:00,38,5,Ac
1657,113,2020-03-26 12:00,38,9,Ac
1658,107,2020-03-26 13:00,35,3,Sc
1659,111,2020-03-26 14:00,38,3,Sc
1660,114,2020-03-26 15:00,50,7,Sc
1661,114,2020-03-26 16:00,53,6,Sc
1662,110,2020-03-26 17:00,55,7,Sc
1663,107,2020-03-26 18:00,67,7,Sc
1664,112,2020-03-26 19:00,74,5,Sc
1665,112,2020-03-26 20:00,75,8,Sc
1666,107,2020-03-26 21:00,78,8,Sc
1667,99,2020-03-26 22:00,89,8,St
1668,98,2020-03-26 23:00,94,8,St
1669,93,2020-03-27 0:00,95,10,Cc
1670,90,2020-03-27 1:00,96,10,St
1671,88,2020-03-27 2:00,96,10,St
1672,90,2020-03-27 3:00,96,8,St
1673,84,2020-03-27 4:00,95,8,St
1674,85,2020-03-27 5:00,94,8,St
1675,86,2020-03-27 6:00,89,8,Sc
1676,86,2020-03-27 7:00,86,7,Sc
1677,105,2020-03-27 8:00,86,5,Sc
1678,79,2020-03-27 9:00,85,5,Sc
1679,100,2020-03-27 10:00,73,4,Sc
1680,108,2020-03-27 11:00,64,2,Sc
1681,105,2020-03-27 12:00,56,0,Ci
1682,98,2020-03-27 13:00,49,0,Cc
1683,102,2020-03-27 14:00,45,0,Cc
1684,98,2020-03-27 15:00,39,0,Cc
1685,97,2020-03-27 16:00,35,0,Cc
1686,102,2020-03-27 17:00,39,0,Ci
1687,103,2020-03-27 18:00,41,0,Ci
1688,104,2020-03-27 19:00,42,0,Cc
1689,104.5,2020-03-27 20:00,42,0,Cc
1690,102.5,2020-03-27 21:00,39,0,Ci
1691,99,2020-03-27 22:00,40,0,Cc
1692,96.5,2020-03-27 23:00,34,4,Cc
1693,99.5,2020-03-28 0:00,38,0,Cc
1694,91,2020-03-28 1:00,34,0,Cc
1695,87,2020-03-28 2:00,28,0,Cc
1696,79,2020-03-28 3:00,24,0,Ci
1697,88,2020-03-28 4:00,19,0,Ci
1698,86,2020-03-28 5:00,22,0,Ci
1699,88,2020-03-28 6:00,27,0,Ci
1700,87,2020-03-28 7:00,27,0,Ci
1701,99,2020-03-28 8:00,25,0,Ci
1702,69,2020-03-28 9:00,24,0,Cs
1703,87,2020-03-28 10:00,23,0,Cs
1704,83,2020-03-28 11:00,20,0,Cs
1705,83,2020-03-28 12:00,20,0,Cs
1706,87,2020-03-28 13:00,20,0,Cs
1707,83,2020-03-28 14:00,17,0,Ci
1708,81,2020-03-28 15:00,15,0,Ci
1709,82,2020-03-28 16:00,101,0,Ci
1710,90,2020-03-28 17:00,101,0,Ci
1711,96,2020-03-28 18:00,24,0,Ci
1712,99,2020-03-28 19:00,29,0,Cc
1713,102,2020-03-28 20:00,42,0,Cc
1714,100,2020-03-28 21:00,40,0,Ci
1715,96,2020-03-28 22:00,35,0,Cc
1716,97,2020-03-28 23:00,37,0,Cc
1717,71,2020-03-29 0:00,38,0,Cc
1718,114,2020-03-29 1:00,39,0,Cc
1719,89,2020-03-29 2:00,40,0,Cc
1720,90,2020-03-29 3:00,43,0,Cc
1721,88,2020-03-29 4:00,45,0,Cc
1722,88,2020-03-29 5:00,46,0,Cc
1723,88,2020-03-29 6:00,48,0,Ci
1724,86,2020-03-29 7:00,45,0,Ci
1725,102,2020-03-29 8:00,35,0,Cc
1726,71,2020-03-29 9:00,33,0,Ci
1727,82,2020-03-29 10:00,28,0,Cc
1728,81,2020-03-29 11:00,34,0,Cc
1729,74,2020-03-29 12:00,37,0,Cc
1730,78,2020-03-29 13:00,35,0,Ci
1731,78,2020-03-29 14:00,32,0,Ci
1732,84,2020-03-29 15:00,34,0,Ci
1733,82,2020-03-29 16:00,36,0,Ci
1734,92,2020-03-29 17:00,36,0,Ci
1735,93,2020-03-29 18:00,36,0,Ci
1736,94,2020-03-29 19:00,32,0,Cc
1737,97,2020-03-29 20:00,34,0,Cc
1738,98,2020-03-29 21:00,62,0,Ci
1739,97,2020-03-29 22:00,70,0,Cc
1740,94,2020-03-29 23:00,73,0,Cc
1741,97,2020-03-30 0:00,72,0,Cc
1742,91,2020-03-30 1:00,78,0,Cc
1743,89,2020-03-30 2:00,78,3,Cc
1744,90,2020-03-30 3:00,81,0,Cc
1745,87,2020-03-30 4:00,76,0,Ci
1746,89,2020-03-30 5:00,77,0,Ci
1747,88,2020-03-30 6:00,68,0,Cc
1748,87,2020-03-30 7:00,78,0,Cc
1749,89,2020-03-30 8:00,73,0,Cc
1750,93,2020-03-30 9:00,67,0,Cc
1751,97.5,2020-03-30 10:00,58,0,Cc
1752,106.5,2020-03-30 11:00,51,0,Cc
1753,108.5,2020-03-30 12:00,35,0,Cc
1754,108,2020-03-30 13:00,27,0,Cc
1755,116.5,2020-03-30 14:00,32,0,Cc
1756,114,2020-03-30 15:00,34,0,Cc
1757,97.5,2020-03-30 16:00,34,0,Cc
1758,112.5,2020-03-30 17:00,27,0,Ci
1759,116,2020-03-30 18:00,28,0,Ci
1760,115,2020-03-30 19:00,47,0,Cc
1761,119,2020-03-30 20:00,101,0,Cc
1762,109,2020-03-30 21:00,101,0,Cc
1763,111,2020-03-30 22:00,56,0,Cc
1764,106,2020-03-30 23:00,62,0,Cc
1765,102,2020-03-31 0:00,59,0,Cc
1766,98,2020-03-31 1:00,72,0,Cc
1767,97,2020-03-31 2:00,69,0,Cc
1768,86,2020-03-31 3:00,73,0,Ci
1769,104,2020-03-31 4:00,83,0,Ci
1770,94,2020-03-31 5:00,89,0,Ci
1771,93,2020-03-31 6:00,88,0,Ci
1772,92,2020-03-31 7:00,88,0,Ci
1773,110,2020-03-31 8:00,75,0,Ci
1774,82,2020-03-31 9:00,57,0,Ci
1775,98,2020-03-31 10:00,62,0,Ci
1776,129,2020-03-31 11:00,55,0,Ci
1777,94,2020-03-31 12:00,43,0,Ci
1778,108,2020-03-31 13:00,40,0,Ci
1779,111,2020-03-31 14:00,41,0,Ci
1780,110,2020-03-31 15:00,39,0,Ci
1781,110,2020-03-31 16:00,32,0,Ci
1782,145,2020-03-31 17:00,29,0,Ci
1783,117,2020-03-31 18:00,30,0,Ci
1784,114,2020-03-31 19:00,37,9,Cc
1785,97,2020-03-31 20:00,53,9,Cc
1786,111,2020-03-31 21:00,48,0,Ci
1787,107,2020-03-31 22:00,55,10,Cc
1788,102,2020-03-31 23:00,56,10,Cc
1789,101,2020-04-01 0:00,61,0,Cc
1790,96,2020-04-01 1:00,62,8,Cc
1791,96,2020-04-01 2:00,36,9,Cc
1792,92,2020-04-01 3:00,32,0,Ci
1793,95,2020-04-01 4:00,37,0,Ci
1794,94,2020-04-01 5:00,29,0,Ci
1795,92,2020-04-01 6:00,33,5,Sc
1796,91,2020-04-01 7:00,36,3,Sc
1797,113,2020-04-01 8:00,45,0,Ci
1798,82,2020-04-01 9:00,43,0,Ci
1799,104,2020-04-01 10:00,38,0,Ci
1800,106,2020-04-01 11:00,101,0,Ci
1801,112,2020-04-01 12:00,101,0,Ci
1802,108,2020-04-01 13:00,32,0,Cc
1803,109,2020-04-01 14:00,29,0,Cc
1804,111,2020-04-01 15:00,28,0,Cc
1805,113,2020-04-01 16:00,21,0,Cc
1806,118,2020-04-01 17:00,25,0,Cc
1807,119,2020-04-01 18:00,24,0,Cc
1808,117,2020-04-01 19:00,28,0,Cc
1809,118,2020-04-01 20:00,53,0,Cc
1810,113,2020-04-01 21:00,59,0,Cc
1811,108,2020-04-01 22:00,59,0,Cc
1812,106.5,2020-04-01 23:00,64,0,Cc
1813,102.5,2020-04-02 0:00,66,0,Cc
1814,106,2020-04-02 1:00,66,0,Cc
1815,87.5,2020-04-02 2:00,74,0,Cc
1816,104.5,2020-04-02 3:00,69,0,Cc
1817,93,2020-04-02 4:00,66,0,Cc
1818,85,2020-04-02 5:00,65,0,Cc
1819,94,2020-04-02 6:00,67,0,Ci
1820,92,2020-04-02 7:00,65,0,Cc
1821,98,2020-04-02 8:00,62,0,Cc
1822,97,2020-04-02 9:00,53,0,Cc
1823,105,2020-04-02 10:00,52,0,Cc
1824,128,2020-04-02 11:00,46,0,Cc
1825,94,2020-04-02 12:00,53,0,Ci
1826,113,2020-04-02 13:00,48,0,Ci
1827,112,2020-04-02 14:00,53,0,Ci
1828,114,2020-04-02 15:00,53,0,Ci
1829,134.33,2020-04-02 16:00,45,0,Ci
1830,96.67,2020-04-02 17:00,50,0,Ci
1831,111,2020-04-02 18:00,53,0,Ci
1832,108,2020-04-02 19:00,101,1,Cc
1833,113,2020-04-02 20:00,101,1,Cc
1834,112,2020-04-02 21:00,70,0,Ci
1835,106,2020-04-02 22:00,72,0,Cc
1836,101,2020-04-02 23:00,74,0,Cc
1837,98,2020-04-03 0:00,76,0,Cc
1838,95,2020-04-03 1:00,71,0,Cc
1839,93,2020-04-03 2:00,82,0,Cc
1840,91,2020-04-03 3:00,85,0,Cc
1841,90,2020-04-03 4:00,87,0,Cc
1842,88,2020-04-03 5:00,90,3,Sc
1843,88,2020-04-03 6:00,91,1,Sc
1844,87,2020-04-03 7:00,93,2,Sc
1845,108,2020-04-03 8:00,86,1,Sc
1846,68,2020-04-03 9:00,75,0,Cc
1847,100,2020-04-03 10:00,60,0,Cc
1848,102,2020-04-03 11:00,54,0,Cc
1849,104,2020-04-03 12:00,51,0,Cc
1850,102,2020-04-03 13:00,47,0,Cc
1851,104,2020-04-03 14:00,46,0,Cc
1852,100,2020-04-03 15:00,35,0,Cc
1853,104,2020-04-03 16:00,50,0,Cc
1854,109,2020-04-03 17:00,45,0,Cc
1855,108,2020-04-03 18:00,50,0,Cc
1856,110,2020-04-03 19:00,61,0,Cc
1857,101,2020-04-03 20:00,76,0,Cc
1858,104,2020-04-03 21:00,81,0,Cc
1859,97,2020-04-03 22:00,82,0,Cc
1860,96,2020-04-03 23:00,83,0,Cc
1861,103.67,2020-04-04 0:00,90,2,Cc
1862,81.33,2020-04-04 1:00,90,0,Cc
1863,91,2020-04-04 2:00,90,0,Cc
1864,89,2020-04-04 3:00,85,0,Cc
1865,90,2020-04-04 4:00,87,0,Cc
1866,89,2020-04-04 5:00,84,0,Cc
1867,89,2020-04-04 6:00,86,0,Cc
1868,89,2020-04-04 7:00,84,0,Cc
1869,86,2020-04-04 8:00,101,0,Cc
1870,83,2020-04-04 9:00,101,2,Sc
1871,85,2020-04-04 10:00,19,0,Cc
1872,86,2020-04-04 11:00,16,0,Cc
1873,84.5,2020-04-04 12:00,16,0,Cc
1874,81,2020-04-04 13:00,16,0,Cc
1875,83,2020-04-04 14:00,15,0,Cc
1876,80.5,2020-04-04 15:00,16,0,Cc
1877,91,2020-04-04 16:00,16,0,Cc
1878,92,2020-04-04 17:00,17,0,Cc
1879,86,2020-04-04 18:00,17,0,Cc
1880,99,2020-04-04 19:00,20,0,Cc
1881,102,2020-04-04 20:00,33,0,Cc
1882,104,2020-04-04 21:00,30,0,Cc
1883,95,2020-04-04 22:00,28,0,Cc
1884,94,2020-04-04 23:00,31,0,Cc
1885,96,2020-04-05 0:00,38,0,Cc
1886,92,2020-04-05 1:00,34,0,Cc
1887,91,2020-04-05 2:00,25,0,Cc
1888,90,2020-04-05 3:00,22,0,Cc
1889,87,2020-04-05 4:00,27,0,Cc
1890,88,2020-04-05 5:00,23,0,Cc
1891,88,2020-04-05 6:00,28,0,Cc
1892,86,2020-04-05 7:00,25,0,Cc
1893,85,2020-04-05 8:00,24,0,Cc
1894,84,2020-04-05 9:00,20,0,Cc
1895,82,2020-04-05 10:00,21,0,Cc
1896,79,2020-04-05 11:00,21,0,Cc
1897,79,2020-04-05 12:00,23,0,Cc
1898,77,2020-04-05 13:00,21,0,Cc
1899,79,2020-04-05 14:00,19,0,Cc
1900,84,2020-04-05 15:00,33,0,Cc
1901,83,2020-04-05 16:00,49,0,Cc
1902,93,2020-04-05 17:00,48,0,Cc
1903,94,2020-04-05 18:00,101,0,Cc
1904,96,2020-04-05 19:00,101,0,Cc
1905,101,2020-04-05 20:00,64,0,Cc
1906,101,2020-04-05 21:00,52,0,Cc
1907,100,2020-04-05 22:00,42,0,Cc
1908,102,2020-04-05 23:00,36,0,Cc
1909,96,2020-04-06 0:00,37,0,Cc
1910,93,2020-04-06 1:00,41,0,Cc
1911,93,2020-04-06 2:00,61,0,Cc
1912,90,2020-04-06 3:00,62,0,Cc
1913,93,2020-04-06 4:00,61,0,Cc
1914,88,2020-04-06 5:00,59,0,Cc
1915,90,2020-04-06 6:00,58,0,Cc
1916,88,2020-04-06 7:00,65,0,Ci
1917,94,2020-04-06 8:00,56,0,Ci
1918,97,2020-04-06 9:00,54,0,Ci
1919,98,2020-04-06 10:00,42,0,Cc
1920,109,2020-04-06 11:00,50,0,Ci
1921,108,2020-04-06 12:00,47,0,Ci
1922,102,2020-04-06 13:00,45,0,Ci
1923,110,2020-04-06 14:00,40,0,Ci
1924,113,2020-04-06 15:00,38,0,Ci
1925,114,2020-04-06 16:00,33,0,Ci
1926,120,2020-04-06 17:00,43,0,Ci
1927,123,2020-04-06 18:00,101,0,Ci
1928,121,2020-04-06 19:00,101,0,Cc
1929,121,2020-04-06 20:00,64,8,Cc
1930,117,2020-04-06 21:00,72,0,Ci
1931,110,2020-04-06 22:00,71,8,Cc
1932,106,2020-04-06 23:00,76,8,Cc
1933,110.5,2020-04-07 0:00,79,0,Cc
1934,97,2020-04-07 1:00,83,1,Cc
1935,87.5,2020-04-07 2:00,86,0,Cc
1936,93,2020-04-07 3:00,88,0,Cc
1937,92.5,2020-04-07 4:00,90,5,Sc
1938,100.5,2020-04-07 5:00,90,9,Sc
1939,92,2020-04-07 6:00,91,8,Sc
1940,75,2020-04-07 7:00,91,9,Sc
1941,109,2020-04-07 8:00,88,9,Sc
1942,100,2020-04-07 9:00,85,9,St
1943,107,2020-04-07 10:00,74,8,St
1944,117,2020-04-07 11:00,68,2,Sc
1945,118,2020-04-07 12:00,62,2,Sc
1946,111,2020-04-07 13:00,57,0,Cc
1947,113,2020-04-07 14:00,61,0,Cc
1948,111,2020-04-07 15:00,62,0,Cc
1949,112,2020-04-07 16:00,61,0,Cc
1950,118,2020-04-07 17:00,70,0,Cc
1951,119,2020-04-07 18:00,101,0,Cc
1952,120,2020-04-07 19:00,101,0,Cc
1953,116,2020-04-07 20:00,72,0,Cc
1954,114,2020-04-07 21:00,52,0,Cc
1955,111,2020-04-07 22:00,52,0,Cc
1956,107,2020-04-07 23:00,43,0,Cc
1957,0,2020-04-08 0:00,43,0,Cc
1958,103,2020-04-08 1:00,40,0,Cc
1959,100,2020-04-08 2:00,46,0,Cc
1960,102,2020-04-08 3:00,53,0,Cc
1961,98,2020-04-08 4:00,48,0,Cc
1962,100,2020-04-08 5:00,50,0,Cc
1963,99,2020-04-08 6:00,52,0,Cc
1964,98,2020-04-08 7:00,45,0,Cc
1965,98,2020-04-08 8:00,33,0,Cc
1966,100,2020-04-08 9:00,24,0,Cc
1967,105,2020-04-08 10:00,21,0,Cc
1968,113,2020-04-08 11:00,21,0,Cc
1969,115,2020-04-08 12:00,22,0,Cc
1970,108,2020-04-08 13:00,19,0,Cc
1971,109,2020-04-08 14:00,16,0,Cc
1972,115,2020-04-08 15:00,101,0,Cc
1973,116,2020-04-08 16:00,101,0,Cc
1974,121,2020-04-08 17:00,31,0,Cc
1975,122,2020-04-08 18:00,30,0,Cc
1976,119,2020-04-08 19:00,36,0,Cc
1977,119,2020-04-08 20:00,39,0,Cc
1978,118,2020-04-08 21:00,46,0,Cc
1979,114,2020-04-08 22:00,39,0,Cc
1980,107,2020-04-08 23:00,39,0,Cc
1981,87,2020-04-09 0:00,43,0,Cc
1982,124,2020-04-09 1:00,51,0,Cc
1983,99,2020-04-09 2:00,52,0,Cc
1984,99,2020-04-09 3:00,59,0,Cc
1985,97,2020-04-09 4:00,64,0,Cc
1986,95,2020-04-09 5:00,68,0,Ci
1987,97,2020-04-09 6:00,62,0,Ci
1988,96,2020-04-09 7:00,57,0,Ci
1989,100,2020-04-09 8:00,42,0,Ci
1990,103,2020-04-09 9:00,42,0,Ci
1991,105,2020-04-09 10:00,33,0,Ci
1992,111,2020-04-09 11:00,34,0,Cc
1993,110,2020-04-09 12:00,34,0,Cc
1994,109,2020-04-09 13:00,33,0,Cc
1995,111,2020-04-09 14:00,37,0,Ci
1996,115,2020-04-09 15:00,46,0,Ci
1997,114.5,2020-04-09 16:00,53,0,Ci
1998,128.5,2020-04-09 17:00,52,0,Ci
1999,125,2020-04-09 18:00,58,0,Cc
2000,125,2020-04-09 19:00,65,0,Cc
2001,116,2020-04-09 20:00,68,0,Cc
2002,125,2020-04-09 21:00,71,0,Ci
2003,123,2020-04-09 22:00,70,8,Cc
2004,116,2020-04-09 23:00,76,5,Cc
2005,80,2020-04-10 0:00,79,0,Cc
2006,137,2020-04-10 1:00,77,1,Cc
2007,105,2020-04-10 2:00,78,0,Cc
2008,104,2020-04-10 3:00,79,0,Ci
2009,103,2020-04-10 4:00,79,0,Cc
2010,101,2020-04-10 5:00,80,0,Cc
2011,101,2020-04-10 6:00,76,0,Cc
2012,101,2020-04-10 7:00,75,0,Cc
2013,102,2020-04-10 8:00,60,0,Cc
2014,106,2020-04-10 9:00,50,0,Ci
2015,109,2020-04-10 10:00,44,2,Sc
2016,116,2020-04-10 11:00,52,4,Sc
2017,118,2020-04-10 12:00,45,4,Sc
2018,118,2020-04-10 13:00,44,3,Sc
2019,116,2020-04-10 14:00,39,3,Sc
2020,115,2020-04-10 15:00,101,2,Sc
2021,118,2020-04-10 16:00,39,0,Cc
2022,0,2020-04-10 17:00,101,0,Ci
2023,123,2020-04-10 18:00,53,0,Ci
2024,116,2020-04-10 19:00,65,0,Cc
2025,115,2020-04-10 20:00,101,0,Cc
2026,109,2020-04-10 21:00,73,0,Ci
2027,111,2020-04-10 22:00,76,1,Cc
2028,107,2020-04-10 23:00,101,0,Cc
2029,76,2020-04-11 0:00,74,0,Cc
2030,0,2020-04-11 1:00,101,6,Cc
2031,95,2020-04-11 2:00,81,7,Cc
2032,91,2020-04-11 3:00,101,0,Ci
2033,91,2020-04-11 4:00,85,0,Ci
2034,92,2020-04-11 5:00,83,0,Ci
2035,91,2020-04-11 6:00,101,2,Sc
2036,93,2020-04-11 7:00,85,2,Sc
2037,91,2020-04-11 8:00,101,1,Sc
2038,95,2020-04-11 9:00,72,0,Ci
2039,86,2020-04-11 10:00,66,3,Ac
2040,89,2020-04-11 11:00,59,0,Ci
2041,82,2020-04-11 12:00,59,0,Ci
2042,81,2020-04-11 13:00,56,0,Ci
2043,87,2020-04-11 14:00,43,0,Ci
2044,85,2020-04-11 15:00,58,0,Ci
2045,84,2020-04-11 16:00,65,0,Ci
2046,92,2020-04-11 17:00,61,0,Ci
2047,91,2020-04-11 18:00,72,0,Ci
2048,97,2020-04-11 19:00,77,0,Cc
2049,101,2020-04-11 20:00,81,0,Cc
2050,93,2020-04-11 21:00,83,0,Cc
2051,96,2020-04-11 22:00,84,0,Cc
2052,92,2020-04-11 23:00,82,0,Cc
2053,92,2020-04-12 0:00,85,0,Cc
2054,0,2020-04-12 1:00,86,0,Cc
2055,87,2020-04-12 2:00,87,0,Cc
2056,87,2020-04-12 3:00,87,0,Cc
2057,81.5,2020-04-12 4:00,87,4,Ac
2058,93,2020-04-12 5:00,88,3,Sc
2059,91.5,2020-04-12 6:00,88,1,Sc
2060,85,2020-04-12 7:00,85,0,Cc
2061,84,2020-04-12 8:00,73,0,Cc
2062,84.5,2020-04-12 9:00,61,0,Cc
2063,76.5,2020-04-12 10:00,49,0,Cc
2064,79,2020-04-12 11:00,38,2,Ac
2065,77,2020-04-12 12:00,34,3,Sc
2066,79,2020-04-12 13:00,34,3,Sc
2067,81,2020-04-12 14:00,36,2,Sc
2068,86,2020-04-12 15:00,38,1,Sc
2069,89,2020-04-12 16:00,40,1,Sc
2070,94,2020-04-12 17:00,37,2,Sc
2071,99,2020-04-12 18:00,38,2,Sc
2072,95,2020-04-12 19:00,43,1,Cc
2073,99,2020-04-12 20:00,49,3,Cc
2074,98,2020-04-12 21:00,52,3,Ac
2075,99,2020-04-12 22:00,55,0,Cc
2076,0,2020-04-12 23:00,55,1,Cc
2077,73,2020-04-13 0:00,55,8,As
2078,116,2020-04-13 1:00,50,8,Cc
2079,89,2020-04-13 2:00,50,0,Cc
2080,90,2020-04-13 3:00,57,0,Cc
2081,89,2020-04-13 4:00,59,0,Cc
2082,86,2020-04-13 5:00,61,0,Cc
2083,88,2020-04-13 6:00,63,0,Ci
2084,88,2020-04-13 7:00,62,0,Ci
2085,90,2020-04-13 8:00,56,0,Ci
2086,92,2020-04-13 9:00,43,0,Ci
2087,100,2020-04-13 10:00,42,0,Ci
2088,104,2020-04-13 11:00,27,0,Ci
2089,113,2020-04-13 12:00,21,0,Ci
2090,113,2020-04-13 13:00,19,0,Ci
2091,117,2020-04-13 14:00,17,0,Ci
2092,117,2020-04-13 15:00,15,0,Ci
2093,0,2020-04-13 16:00,28,0,Ci
2094,128,2020-04-13 17:00,29,0,Cc
2095,126,2020-04-13 18:00,30,0,Cc
2096,124,2020-04-13 19:00,38,0,Cc
2097,120,2020-04-13 20:00,42,0,Cc
2098,112,2020-04-13 21:00,45,0,Cc
2099,110,2020-04-13 22:00,47,0,Cc
2100,105,2020-04-13 23:00,45,0,Cc
2101,78,2020-04-14 0:00,47,0,Cc
2102,122,2020-04-14 1:00,73,0,Cc
2103,94,2020-04-14 2:00,76,0,Cc
2104,95,2020-04-14 3:00,77,0,Cc
2105,93,2020-04-14 4:00,77,0,Cc
2106,94,2020-04-14 5:00,79,0,Cc
2107,95,2020-04-14 6:00,80,0,Cc
2108,90,2020-04-14 7:00,84,0,Cc
2109,99,2020-04-14 8:00,76,0,Cc
2110,98,2020-04-14 9:00,72,0,Cc
2111,103,2020-04-14 10:00,64,0,Cc
2112,109,2020-04-14 11:00,54,0,Cc
2113,115,2020-04-14 12:00,47,0,Cc
2114,0,2020-04-14 13:00,42,0,Cc
2115,111,2020-04-14 14:00,32,0,Cc
2116,116.5,2020-04-14 15:00,31,0,Cc
2117,117,2020-04-14 16:00,38,0,Ci
2118,120.5,2020-04-14 17:00,51,0,Ci
2119,123.5,2020-04-14 18:00,43,0,Ci
2120,126.5,2020-04-14 19:00,52,0,Cc
2121,119,2020-04-14 20:00,58,0,Cc
2122,114,2020-04-14 21:00,56,0,Ci
2123,99.5,2020-04-14 22:00,64,0,Cc
2124,105.5,2020-04-14 23:00,68,0,Cc
2125,103,2020-04-15 0:00,66,0,Ci
2126,99,2020-04-15 1:00,59,0,Cc
2127,97,2020-04-15 2:00,55,0,Cc
2128,99,2020-04-15 3:00,59,0,Ci
2129,95,2020-04-15 4:00,58,0,Cc
2130,96,2020-04-15 5:00,60,0,Cc
2131,94,2020-04-15 6:00,60,0,Ci
2132,97,2020-04-15 7:00,57,0,Ci
2133,0,2020-04-15 8:00,48,0,Ci
2134,93,2020-04-15 9:00,44,0,Ci
2135,94,2020-04-15 10:00,39,0,Ci
2136,91,2020-04-15 11:00,37,0,Ci
2137,91,2020-04-15 12:00,29,0,Ci
2138,93,2020-04-15 13:00,30,0,Ci
2139,95,2020-04-15 14:00,37,0,Ci
2140,99,2020-04-15 15:00,30,0,Ci
2141,98,2020-04-15 16:00,36,0,Ci
2142,103,2020-04-15 17:00,30,0,Ci
2143,101,2020-04-15 18:00,35,0,Ci
2144,105,2020-04-15 19:00,40,0,Cc
2145,103,2020-04-15 20:00,44,0,Cc
2146,105,2020-04-15 21:00,49,0,Ci
2147,106,2020-04-15 22:00,57,0,Cc
2148,103,2020-04-15 23:00,72,0,Cc
2149,101,2020-04-16 0:00,72,0,Ci
2150,98,2020-04-16 1:00,58,0,Cc
2151,0,2020-04-16 2:00,52,0,Cc
2152,96,2020-04-16 3:00,64,0,Cc
2153,93,2020-04-16 4:00,69,0,Ci
2154,93,2020-04-16 5:00,58,0,Ci
2155,95,2020-04-16 6:00,53,0,Cc
2156,93,2020-04-16 7:00,53,0,Cc
2157,98,2020-04-16 8:00,47,0,Cc
2158,98,2020-04-16 9:00,36,0,Cc
2159,103,2020-04-16 10:00,33,0,Cc
2160,111,2020-04-16 11:00,28,0,Cc
2161,109,2020-04-16 12:00,25,0,Cc
