자전거번호,대여일시,대여소번호,대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간,이용거리,나이
SPB-18614,2020-12-18 23:07,391,정동길입구,5,2020-12-18 23:49,101,(구)합정동 주민센터,3,40,7510,28
SPB-24467,2020-12-19 1:04,103,망원역 2번출구 앞,3,2020-12-19 1:10,101,(구)합정동 주민센터,1,5,770,25
SPB-13450,2020-12-19 2:22,151,망원1동주민센터,10,2020-12-19 2:27,101,(구)합정동 주민센터,2,4,1070,22
SPB-25161,2020-12-19 3:13,106,합정역 7번출구 앞,6,2020-12-19 3:18,101,(구)합정동 주민센터,1,3,640,21
SPB-24515,2020-12-19 3:58,112,극동방송국 앞,1,2020-12-19 4:08,101,(구)합정동 주민센터,1,9,1620,21
SPB-12116,2020-12-19 4:22,112,극동방송국 앞,5,2020-12-19 4:33,101,(구)합정동 주민센터,1,11,2200,22
SPB-17768,2020-12-19 9:31,103,망원역 2번출구 앞,14,2020-12-19 9:37,101,(구)합정동 주민센터,,5,,22
SPB-18841,2020-12-19 20:40,113,홍대입구역 2번출구 앞,24,2020-12-19 20:53,101,(구)합정동 주민센터,1,12,2280,37
SPB-24467,2020-12-19 21:55,152,마포구민체육센터 앞,18,2020-12-19 22:05,101,(구)합정동 주민센터,1,10,1180,27
SPB-17570,2020-12-19 22:16,391,정동길입구,7,2020-12-19 23:04,101,(구)합정동 주민센터,5,48,8100,28
